ID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
CL00007383,Jul,2,Tuesday,Toyota,Urban,Wednesday,Jul,2,Female,Married,49,Third Party,Sedan - All Perils,Sedan,less than 20000,0,9125,6,400,4,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00012165,Feb,2,Thursday,Pontiac,Urban,Tuesday,Feb,3,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,9997,9,500,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,2 to 3 years,2 vehicles,1995,Collision
CL00000420,Sep,4,Saturday,Honda,Urban,Friday,Oct,3,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12252,5,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00011768,May,1,Wednesday,Toyota,Rural,Monday,May,5,Male,Married,49,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,2069,9,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00004031,Apr,3,Wednesday,Toyota,Urban,Wednesday,May,2,Male,Married,38,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1844,9,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00006804,Jan,3,Friday,Pontiac,Urban,Tuesday,Jan,3,Male,Married,54,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3670,3,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00008558,Oct,1,Tuesday,Honda,Urban,Wednesday,Oct,1,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,14876,16,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00014591,Jun,1,Wednesday,Ford,Rural,Thursday,Jun,1,Male,Married,67,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,1,4165,8,400,3,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00001491,Mar,3,Tuesday,Honda,Urban,Friday,Mar,5,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4124,8,700,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00014702,Jun,5,Thursday,Toyota,Urban,Tuesday,Aug,2,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7867,1,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
CL00007924,Nov,3,Thursday,Mazda,Urban,Thursday,Nov,3,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8245,11,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
CL00002679,Jun,3,Friday,Pontiac,Rural,Tuesday,Jun,3,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1841,12,400,3,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00001630,Dec,3,Friday,Honda,Urban,Monday,Dec,3,Male,Single,23,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11321,2,400,4,more than 30,more than 30,2 to 4,3 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00003996,Jan,2,Monday,Mazda,Urban,Monday,Jan,3,Male,Single,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13774,16,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
CL00014670,Oct,1,Saturday,Toyota,Urban,Thursday,Oct,1,Male,Married,54,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,10024,12,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00002403,Jul,1,Wednesday,Chevrolet,Urban,Tuesday,Jul,2,Male,Married,26,Third Party,Sedan - All Perils,Sedan,less than 20000,0,9954,3,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00003561,Jul,2,Monday,Honda,Urban,Tuesday,Jul,2,Male,Married,42,Third Party,Sedan - Liability,Sport,30000 to 39000,0,13866,7,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
CL00001584,Mar,4,Monday,Mazda,Urban,Tuesday,Apr,3,Male,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5606,6,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00010877,Dec,4,Tuesday,Toyota,Urban,Friday,Dec,4,Female,Married,44,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13150,13,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00014497,Oct,3,Saturday,Chevrolet,Urban,Monday,Oct,3,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8437,13,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
CL00013696,Aug,2,Saturday,Chevrolet,Urban,Wednesday,Oct,2,Female,Single,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13524,5,400,2,more than 30,more than 30,1,3 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00006856,Jun,1,Wednesday,Pontiac,Urban,Tuesday,Oct,2,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6640,15,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
CL00001626,Oct,3,Friday,Pontiac,Urban,Thursday,Nov,2,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5454,13,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,more than 5,no change,3 to 4,1994,Collision
CL00015137,Jul,1,Monday,Toyota,Rural,Monday,Jul,1,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2087,12,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00002814,May,3,Sunday,Pontiac,Urban,Monday,May,3,Male,Married,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2082,9,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
CL00001855,Dec,5,Wednesday,Toyota,Urban,Thursday,Dec,5,Male,Single,66,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13471,14,400,2,more than 30,more than 30,1,7 years,over 65,No,No,External,none,no change,1 vehicle,1996,Collision
CL00004048,Oct,4,Saturday,Pontiac,Urban,Tuesday,Oct,4,Male,Single,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,7143,1,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
CL00013285,Jan,2,Tuesday,Toyota,Rural,Wednesday,Jan,2,Male,Married,27,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,7096,14,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00014089,Apr,5,Sunday,Toyota,Urban,Wednesday,May,1,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4592,9,400,4,15 to 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00001978,Jul,3,Friday,Pontiac,Rural,Tuesday,Jul,3,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,4802,8,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00002657,Sep,1,Sunday,Pontiac,Urban,Monday,Sep,2,Male,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11102,2,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00008728,Sep,1,Monday,Chevrolet,Urban,Wednesday,Sep,2,Male,Single,21,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,5462,6,400,2,more than 30,more than 30,more than 4,4 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00002017,Dec,2,Friday,Toyota,Urban,Tuesday,Dec,2,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,8009,3,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,1 year,1 vehicle,1995,All Perils
CL00010074,Jul,2,Sunday,Pontiac,Urban,Wednesday,Aug,2,Male,Single,23,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11171,12,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00005518,Jun,4,Monday,Pontiac,Urban,Monday,Jun,4,Male,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9102,5,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
CL00008066,Sep,4,Wednesday,Honda,Urban,Thursday,Sep,4,Male,Single,27,Third Party,Sedan - Liability,Sport,30000 to 39000,0,14668,12,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
CL00005679,Feb,2,Thursday,Honda,Urban,Monday,Feb,4,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,1148,5,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00012802,Jan,5,Saturday,Chevrolet,Urban,Monday,Jan,5,Female,Married,48,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13538,9,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
CL00012740,Jan,3,Tuesday,Chevrolet,Urban,Wednesday,Jan,3,Male,Married,78,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,13566,16,400,1,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00004108,Mar,3,Thursday,Pontiac,Urban,Friday,Mar,3,Male,Married,64,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,2117,4,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00002720,Aug,4,Thursday,Toyota,Urban,Monday,Sep,2,Female,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15150,6,400,2,more than 30,more than 30,1,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
CL00004636,Apr,1,Saturday,Honda,Urban,Monday,Apr,1,Male,Married,46,Third Party,Sedan - Liability,Sport,20000 to 29000,0,515,14,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00004303,Jun,5,Tuesday,Mazda,Urban,Friday,Jul,1,Male,Married,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8528,8,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
CL00010617,Aug,4,Monday,Pontiac,Urban,Tuesday,Aug,4,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14966,1,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,3 to 4,1996,Collision
CL00015312,Sep,4,Saturday,Pontiac,Urban,Monday,Sep,4,Male,Married,49,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4800,2,400,3,more than 30,more than 30,none,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
CL00006586,Feb,1,Friday,Honda,Urban,Tuesday,Apr,1,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,14558,4,400,2,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00002263,Oct,5,Saturday,Pontiac,Urban,Monday,Oct,5,Male,Married,74,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,89,13,400,4,more than 30,more than 30,none,7 years,over 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00009854,Aug,3,Monday,Pontiac,Urban,Friday,Aug,4,Female,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4932,9,400,2,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00013295,Nov,2,Tuesday,Pontiac,Urban,Wednesday,Nov,4,Female,Single,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9366,7,400,1,more than 30,more than 30,none,6 years,36 to 40,Yes,No,External,none,no change,1 vehicle,1995,Collision
CL00005716,Feb,3,Wednesday,Honda,Urban,Wednesday,Feb,3,Female,Married,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12008,14,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
CL00001776,Jan,3,Wednesday,Pontiac,Urban,Wednesday,Jan,3,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,81,13,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
CL00011771,Jun,2,Friday,Mazda,Urban,Friday,Jun,2,Male,Married,73,Third Party,Sport - Collision,Sport,more than 69000,0,12950,14,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00003201,Aug,1,Wednesday,Pontiac,Urban,Monday,Aug,2,Male,Married,54,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,14541,8,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00010204,Oct,4,Friday,Chevrolet,Urban,Friday,Oct,4,Male,Married,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11874,10,700,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
CL00007975,Dec,5,Thursday,Honda,Urban,Thursday,Dec,5,Female,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1436,5,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,3 to 4,1994,Liability
CL00008869,Jun,3,Sunday,Toyota,Urban,Monday,Jun,3,Male,Married,45,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,4574,2,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00006183,Aug,1,Wednesday,Chevrolet,Urban,Friday,Aug,1,Male,Married,75,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,1866,7,400,2,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,Liability
CL00008483,Jun,1,Saturday,Mazda,Urban,Monday,Jun,1,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3400,9,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00009790,Oct,1,Sunday,Mazda,Urban,Thursday,Oct,4,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1712,9,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00002080,Nov,2,Saturday,Mazda,Urban,Tuesday,Nov,3,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13019,2,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00002778,Mar,3,Monday,Chevrolet,Urban,Wednesday,Mar,4,Male,Single,47,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,14739,5,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
CL00015248,Feb,2,Tuesday,BMW,Urban,Friday,Feb,2,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7088,16,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00005957,May,3,Sunday,Honda,Urban,Monday,May,3,Male,Married,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8291,4,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00000831,Jan,3,Thursday,Mazda,Urban,Monday,Feb,4,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6340,15,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00015390,Feb,1,Friday,Pontiac,Rural,Friday,Feb,1,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14131,6,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
CL00009392,Aug,1,Thursday,Mazda,Urban,Monday,Aug,2,Male,Single,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11473,5,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
CL00012722,Dec,4,Friday,Pontiac,Urban,Monday,Dec,4,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6341,8,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00008947,Aug,5,Tuesday,Pontiac,Urban,Tuesday,Sep,2,Male,Married,47,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9464,11,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00000632,Jun,1,Saturday,Chevrolet,Urban,Friday,Jun,2,Female,Married,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,12725,10,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00009084,Apr,5,Saturday,VW,Urban,Monday,May,1,Female,Single,34,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,8510,6,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00003180,Nov,2,Wednesday,Mazda,Urban,Tuesday,Nov,4,Male,Single,35,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2438,7,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00003287,Nov,3,Saturday,Toyota,Urban,Friday,Dec,1,Female,Married,32,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,14471,12,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00014168,May,3,Thursday,Chevrolet,Urban,Tuesday,May,4,Male,Single,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11444,10,400,4,more than 30,more than 30,1,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00010575,Jan,4,Friday,Toyota,Urban,Wednesday,Feb,1,Male,Married,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,10112,9,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00014834,Mar,2,Thursday,Mazda,Urban,Tuesday,Mar,3,Male,Single,35,Third Party,Sport - Collision,Sport,more than 69000,0,6689,4,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00009243,Jun,2,Thursday,Honda,Urban,Monday,Jul,1,Female,Single,25,Third Party,Sedan - All Perils,Sedan,less than 20000,0,9566,8,400,4,more than 30,more than 30,none,3 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00014822,Jan,3,Saturday,Pontiac,Urban,Monday,Jan,4,Male,Married,62,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11884,6,500,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,2 to 3 years,1 vehicle,1996,Liability
CL00009811,Mar,2,Monday,Honda,Urban,Monday,Mar,2,Female,Married,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5813,15,400,3,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00014130,Aug,3,Thursday,Mazda,Urban,Thursday,Aug,3,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6194,2,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision
CL00008774,Jan,4,Friday,Mazda,Urban,Tuesday,Jan,5,Male,Married,33,Third Party,Sedan - Liability,Sport,30000 to 39000,0,13506,1,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
CL00005157,Jul,2,Saturday,Pontiac,Urban,Wednesday,Aug,1,Male,Single,35,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,13396,15,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00001312,Dec,2,Sunday,Mazda,Urban,Monday,Dec,2,Male,Single,33,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6200,9,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
CL00004807,Apr,1,Tuesday,Pontiac,Urban,Tuesday,Apr,2,Male,Married,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1515,3,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
CL00008473,May,3,Wednesday,Mazda,Urban,Wednesday,May,3,Female,Single,49,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12574,14,400,1,more than 30,more than 30,1,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability
